province,district,sector,property_type,bedrooms,bathrooms,square_meters,parking_spaces,year_built,furnished,nearby_school,nearby_hospital,nearby_road,security_level,internet_access,market_demand,house_condition,land_size,predicted_market_value
Southern Province,Nyanza,Nyanza,Apartment,2,2,66,1,2007,1,1,1,1,0,2,1,2,120,12700000
Southern Province,Muhanga,Kabacuzi,House,5,4,175,2,2018,1,1,1,1,2,1,2,1,450,60900000
Eastern Province,Nyagatare,Mimuri,House,3,2,118,2,2021,0,1,1,0,0,0,2,2,290,29400000
Eastern Province,Kirche,Nyamugari,House,3,3,108,2,2017,1,1,1,1,1,2,1,2,430,31600000
Northern Province,Gicumbi,Giti,Apartment,3,3,95,2,2024,1,1,1,1,1,1,1,2,270,41300000
Northern Province,Rulindo,Masoro,Villa,5,4,267,1,2016,0,1,1,1,0,1,1,1,1170,138700000
Eastern Province,Rwamagana,Muyumbu,Villa,4,3,122,0,2000,1,1,1,1,1,2,1,2,450,32700000
Northern Province,Rulindo,Bushoki,Apartment,1,1,33,1,2012,1,1,0,1,0,2,1,2,120,9300000
Eastern Province,Ngoma,Kibungo,House,2,1,65,2,2010,1,1,1,1,2,2,0,1,210,14700000
Southern Province,Nyamagabe,Gatare,Villa,3,3,154,1,2009,0,1,1,1,0,2,0,1,400,40500000
Southern Province,Gisagara,Kibilizi,House,2,1,78,0,2018,1,1,1,1,1,2,1,2,350,20900000
Northern Province,Gakenke,Kamubuga,Apartment,2,1,51,2,2019,1,0,1,1,1,2,2,2,130,15500000
Western Province,Ngororero,Bwira,Apartment,1,1,38,1,2005,1,1,0,1,1,1,1,2,60,6400000
Northern Province,Musanze,Shingiro,House,5,4,170,2,2002,1,1,1,1,1,2,0,2,400,62300000
Western Province,Rusizi,Giheke,Apartment,2,2,83,1,2019,1,0,1,1,2,2,1,2,180,25800000
Northern Province,Musanze,Kinigi,Apartment,1,1,33,3,2004,1,1,1,1,0,2,1,1,90,8700000
Northern Province,Gakenke,Gashenyi,Villa,4,4,210,2,2011,1,1,1,1,2,2,0,1,650,74200000
Southern Province,Nyamagabe,Tare,House,3,2,121,2,1998,1,1,1,1,1,1,2,2,460,35100000
Western Province,Nyamasheke,Kagano,Mansion,5,5,217,1,1998,1,1,1,1,0,1,1,1,920,79800000
Eastern Province,Gatsibo,Remera,Mansion,5,4,277,0,2023,0,1,1,1,2,0,1,1,1310,137800000
Southern Province,Nyamagabe,Ruheru,House,2,1,68,2,2015,1,1,1,1,1,2,2,1,260,19900000
Eastern Province,Gatsibo,Muhura,House,3,3,89,1,2008,1,1,1,1,0,2,1,2,180,20000000
Eastern Province,Gatsibo,Murambi,Apartment,2,2,74,0,2024,1,0,1,1,1,2,2,2,120,19300000
Western Province,Rubavu,Nyundo,House,4,3,116,2,2004,0,1,1,1,1,2,2,1,360,37000000
Eastern Province,Rwamagana,Gishali,Mansion,4,3,196,2,2010,1,1,1,1,2,2,1,1,720,72200000
Southern Province,Muhanga,Nyamabuye,Mansion,6,6,283,3,2002,0,1,1,1,0,2,1,2,690,116400000
Southern Province,Nyamagabe,Mwogo,Apartment,2,1,90,1,1998,1,0,1,0,2,2,1,2,420,25800000
Southern Province,Huye,Karama,House,2,1,77,3,2013,0,1,1,1,2,1,1,1,340,26500000
Western Province,Rusizi,Gikundamvura,House,3,3,150,2,2019,0,1,1,1,2,2,0,2,590,49600000
Southern Province,Gisagara,Kigembe,House,5,4,191,2,2002,1,1,1,1,1,2,0,2,840,87900000
Southern Province,Kamonyi,Karama,Apartment,1,1,51,3,2012,1,1,1,0,2,2,0,2,130,12800000
Kigali City,Nyarugenge,Gitega,House,3,3,116,1,2003,0,1,1,1,2,2,2,1,570,100800000
Southern Province,Nyanza,Rwabicuma,House,2,2,83,0,2013,1,0,1,1,1,1,1,2,340,18600000
Southern Province,Nyanza,Nyagisozi,Apartment,3,2,88,2,2022,0,1,1,1,2,2,1,1,410,28100000
Northern Province,Gicumbi,Rutare,Apartment,2,1,68,2,2007,1,1,1,1,1,2,1,2,130,14100000
Southern Province,Gisagara,Kansi,Villa,4,4,147,1,2000,0,1,0,1,1,1,2,1,230,48200000
Western Province,Rubavu,Gisenyi,House,5,5,228,3,2022,0,1,1,1,1,2,2,2,380,115700000
Eastern Province,Ngoma,Mugesera,Villa,3,3,106,2,2025,0,1,1,1,0,1,1,0,360,38900000
Western Province,Nyamasheke,Nyamasheke,House,3,2,89,3,2008,1,0,1,1,1,1,2,2,390,29800000
Southern Province,Nyamagabe,Cyanika,Apartment,3,2,78,2,2000,0,1,1,1,2,2,0,1,390,22500000
Eastern Province,Bugesera,Musenyi,House,3,2,103,1,2025,0,1,1,1,1,2,2,2,260,27700000
Eastern Province,Rwamagana,Musha,Villa,3,2,121,1,2016,1,1,1,1,2,2,1,2,590,37200000
Eastern Province,Gatsibo,Kiziguro,House,3,3,85,2,2000,1,1,1,1,1,1,1,2,130,24600000
Western Province,Rubavu,Rubavu,Apartment,2,1,56,2,2011,1,1,0,1,1,2,1,1,190,18900000
Eastern Province,Kayonza,Murundi,Villa,3,2,154,1,2005,0,1,1,1,2,1,0,2,290,42200000
Eastern Province,Ngoma,Sake,Apartment,1,1,52,3,2007,1,1,1,1,1,2,1,1,170,10000000
Northern Province,Gicumbi,Rutare,House,3,3,82,0,2003,1,1,0,1,1,2,2,2,210,25900000
Eastern Province,Bugesera,Shyara,Villa,4,3,217,2,2004,1,1,1,1,1,1,1,2,970,65000000
Eastern Province,Nyagatare,Nyagatare,House,3,3,124,0,1995,0,0,1,1,2,1,1,1,310,33200000
Southern Province,Kamonyi,Nyarubaka,Villa,5,4,213,0,2005,1,1,1,1,1,2,1,2,490,63000000
Western Province,Nyabihu,Karago,House,3,2,136,1,2016,1,1,1,1,2,2,2,2,680,46000000
Southern Province,Huye,Mukura,House,4,4,117,2,2011,1,0,0,1,2,2,0,2,280,46900000
Western Province,Rutsiro,Rusebeya,Apartment,1,1,43,1,2008,1,1,1,1,1,2,1,1,150,8200000
Eastern Province,Kayonza,Rwinkwavu,Villa,4,3,148,2,1995,1,1,1,1,1,2,0,1,590,43900000
Eastern Province,Bugesera,Kamabuye,Apartment,3,2,93,2,2023,1,1,0,1,1,2,1,1,180,26400000
Southern Province,Nyamagabe,Ruheru,Villa,4,3,180,1,1997,1,1,1,1,1,0,1,2,630,56200000
Southern Province,Nyaruguru,Nyagisozi,House,3,3,149,0,2006,0,1,1,1,1,2,1,1,610,39200000
Eastern Province,Nyagatare,Matimba,House,4,3,110,2,2018,1,0,0,1,2,1,1,0,540,48800000
Southern Province,Gisagara,Save,Apartment,1,1,52,1,2015,0,1,1,1,1,1,2,2,200,13700000
Eastern Province,Bugesera,Ntarama,House,4,4,193,0,2002,0,1,1,1,2,2,1,1,460,48900000
Northern Province,Gicumbi,Bwisige,House,4,3,127,1,2014,0,1,1,1,1,2,1,2,460,57400000
Southern Province,Huye,Butare,House,2,2,100,2,2010,1,1,1,1,1,2,0,2,180,29400000
Southern Province,Nyaruguru,Ruramba,Apartment,1,1,57,3,2003,0,1,1,1,1,1,0,1,180,12000000
Western Province,Rusizi,Nkungu,Apartment,2,2,50,1,2015,1,1,1,1,0,2,1,1,90,11300000
Northern Province,Musanze,Gataraga,House,3,2,111,0,1999,1,1,1,1,2,0,0,2,400,37400000
Western Province,Rutsiro,Gatumba,Mansion,5,5,300,2,2004,1,1,1,1,1,2,1,2,800,119100000
Southern Province,Huye,Karama,Mansion,6,6,384,0,2019,1,1,1,1,2,1,2,2,1310,159800000
Eastern Province,Gatsibo,Kageyo,House,4,3,158,1,2025,0,1,1,1,0,2,1,2,650,56000000
Kigali City,Nyarugenge,Mageragere,House,4,4,168,2,2025,1,0,1,1,2,1,2,1,350,166900000
Western Province,Karongi,Ruganda,House,3,3,105,2,2004,1,1,1,1,1,1,1,1,300,30700000
Kigali City,Nyarugenge,Gitega,Mansion,5,5,288,1,2011,1,1,1,1,0,1,1,2,750,312500000
Eastern Province,Bugesera,Shyara,Mansion,4,3,212,3,2002,1,1,0,0,2,2,2,2,540,73700000
Southern Province,Nyanza,Nyagisozi,House,3,2,145,0,2000,0,1,1,1,2,1,0,1,680,36800000
Northern Province,Musanze,Kinigi,House,2,2,84,0,2010,0,1,1,1,0,1,0,1,250,22000000
Eastern Province,Gatsibo,Kabaron,House,2,1,66,1,2009,0,1,1,1,2,1,1,2,150,16400000
Northern Province,Musanze,Gataraga,House,3,3,144,2,2016,1,1,0,1,0,2,1,2,240,50300000
Kigali City,Kicukiro,Nyarugunga,Apartment,2,1,69,2,2012,0,1,1,1,2,0,1,1,260,49600000
Northern Province,Rulindo,Masoro,House,3,3,104,2,1999,0,1,1,1,2,2,2,2,210,35800000
Northern Province,Musanze,Remera,Apartment,1,1,48,2,2019,0,1,1,1,2,1,0,2,150,11600000
Eastern Province,Gatsibo,Ngarama,Villa,4,3,164,2,2013,1,1,0,1,1,1,1,0,510,46200000
Eastern Province,Nyagatare,Rwempasha,House,3,3,91,1,1995,1,1,1,1,2,0,1,2,420,22700000
Kigali City,Nyarugenge,Kiyovu,Apartment,2,2,87,3,2023,1,1,1,1,0,1,2,1,370,59500000
Western Province,Ngororero,Muhanda,Apartment,3,3,83,1,2024,1,1,1,0,1,2,1,1,150,25500000
Northern Province,Burera,Gitovu,House,3,3,85,2,2022,0,1,1,1,1,1,2,1,160,31100000
Northern Province,Burera,Kivuye,Apartment,1,1,48,1,2003,0,1,1,1,0,1,2,1,190,11700000
Southern Province,Huye,Karama,Mansion,5,4,309,0,2011,1,1,1,1,0,2,2,2,540,117500000
Eastern Province,Kirche,Gahara,Apartment,2,2,96,1,2012,1,1,1,1,1,0,2,0,200,25400000
Southern Province,Nyamagabe,Ruheru,House,2,2,77,2,1996,0,0,1,1,1,0,1,0,170,18000000
Northern Province,Rulindo,Buyoga,Apartment,1,1,52,2,2006,1,1,1,1,1,2,2,1,110,13400000
Kigali City,Nyarugenge,Kimisagara,House,3,2,77,2,2016,0,1,1,1,1,1,0,1,140,55700000
Eastern Province,Rwamagana,Nzige,House,2,1,75,2,2024,1,1,1,1,1,1,0,2,160,19800000
Western Province,Karongi,Twumba,Apartment,2,1,51,3,1999,0,1,1,1,1,2,2,2,100,11100000
Western Province,Nyamasheke,Mahembe,Apartment,3,2,94,3,2004,1,1,1,1,1,0,1,1,350,31500000
Eastern Province,Kayonza,Kabare,Apartment,1,1,42,3,2009,0,1,0,1,0,1,1,1,170,10300000
Western Province,Nyamasheke,Ruharambuga,House,2,2,86,1,2022,1,1,1,1,1,2,1,2,390,30900000
Western Province,Rubavu,Kanama,House,3,3,121,0,2021,1,1,1,1,1,1,1,2,420,43200000
Kigali City,Nyarugenge,Gitega,House,4,4,179,2,2024,1,0,0,1,1,2,2,2,730,210500000
Eastern Province,Gatsibo,Murambi,Villa,3,3,159,1,2023,0,1,1,1,2,1,0,2,250,37200000
Western Province,Nyamasheke,Rangiro,Apartment,3,3,88,2,1999,0,1,1,1,1,2,2,1,420,31200000
Eastern Province,Kirche,Mahama,House,3,3,114,1,2005,0,1,0,1,1,2,2,1,270,34700000
Eastern Province,Gatsibo,Gatsibo,House,3,3,79,1,1995,1,1,1,1,2,0,2,1,200,21800000
Southern Province,Huye,Simbi,Apartment,2,2,90,0,2015,1,1,0,1,0,1,2,1,220,23100000
Kigali City,Nyarugenge,Kiyovu,House,2,2,78,0,2018,1,1,1,1,1,2,1,2,140,48000000
Southern Province,Nyaruguru,Ruramba,Mansion,5,4,251,0,2020,1,1,0,1,1,2,2,2,1220,112200000
Kigali City,Nyarugenge,Kigali,Villa,3,3,130,2,2010,1,1,1,1,1,2,0,1,480,102600000
Western Province,Rubavu,Rubavu,House,4,3,171,1,2002,0,1,1,1,1,1,2,2,630,62100000
Northern Province,Gicumbi,Cyumba,Apartment,1,1,43,2,2006,1,1,1,1,2,2,2,2,80,9800000
Kigali City,Gasabo,Nduba,Villa,4,3,155,3,2020,1,1,1,1,1,2,1,2,390,131000000
Kigali City,Gasabo,Rusororo,House,4,3,152,1,2020,1,1,1,1,1,1,1,1,280,133000000
Northern Province,Burera,Bungwe,House,3,2,116,3,2002,1,1,1,1,2,2,2,2,450,37900000
Northern Province,Musanze,Gashaki,Apartment,3,2,78,0,2025,1,1,0,1,0,1,1,1,170,21500000
Southern Province,Nyamagabe,Kamegeri,Apartment,3,3,83,1,2009,1,1,1,1,2,1,2,0,380,23400000
Southern Province,Muhanga,Rongi,Mansion,5,4,193,3,2003,1,1,1,1,1,1,2,1,960,89600000
Eastern Province,Ngoma,Kibungo,Apartment,2,2,82,1,1996,1,1,0,1,2,2,1,1,230,15800000
Southern Province,Gisagara,Mugombwa,House,2,2,60,1,2006,1,1,1,1,2,1,0,1,280,18600000
Eastern Province,Nyagatare,Mimuri,Villa,3,2,117,3,2007,1,1,0,1,2,2,2,2,300,33100000
Kigali City,Nyarugenge,Kimisagara,House,3,3,119,1,2007,1,1,0,0,0,2,1,1,290,73800000
Kigali City,Kicukiro,Kanombe,Apartment,3,2,88,2,2015,1,1,1,1,1,2,1,1,210,50600000
Western Province,Nyamasheke,Gihombo,House,4,4,153,1,2000,0,1,1,1,1,1,2,0,400,51300000
Eastern Province,Kayonza,Kayonza,House,4,3,209,2,2013,1,1,1,1,0,2,2,2,1040,95100000
Western Province,Rusizi,Ramba,Villa,3,2,119,3,2006,1,1,1,1,1,1,0,1,410,43400000
Northern Province,Gakenke,Gashenyi,House,3,2,138,1,2008,0,1,1,1,1,1,2,2,620,43000000
Southern Province,Ruhango,Ntongwe,Villa,4,4,119,1,2023,1,1,1,1,2,1,1,2,310,51600000
Eastern Province,Ngoma,Kibungo,Apartment,2,2,76,2,2012,1,1,1,1,1,1,1,2,370,26200000
Southern Province,Nyamagabe,Kamegeri,House,4,3,141,2,2020,1,1,1,1,1,2,1,1,680,55000000
Southern Province,Huye,Huye,Villa,3,3,118,2,2019,1,1,1,1,0,2,1,2,220,31600000
Eastern Province,Ngoma,Zaza,Apartment,2,2,68,1,2005,1,1,1,1,1,2,2,2,160,16800000
Western Province,Karongi,Rubengera,Mansion,5,5,319,1,1996,0,1,1,1,2,1,1,2,480,89300000
Eastern Province,Nyagatare,Nyagatare,House,4,3,161,1,2010,1,1,1,1,2,2,0,2,490,56600000
Eastern Province,Gatsibo,Kiziguro,Apartment,1,1,43,3,2011,0,1,1,1,1,2,0,0,210,11000000
Kigali City,Gasabo,Kimironko,Mansion,6,5,409,2,2015,1,1,1,1,2,1,1,2,730,420100000
Eastern Province,Kayonza,Ruramira,Villa,3,2,159,3,2012,1,1,1,1,1,2,1,1,670,44300000
Kigali City,Gasabo,Nyarutarama,Apartment,2,1,73,3,2007,0,1,1,1,2,1,2,1,220,55900000
Western Province,Karongi,Bwishyura,Apartment,2,2,59,3,2021,1,1,1,1,2,1,1,1,120,14300000
Southern Province,Nyamagabe,Musange,House,2,2,66,1,2004,1,1,1,0,1,2,1,2,130,12400000
Northern Province,Musanze,Rwaza,Villa,4,3,186,1,2023,1,0,1,0,2,0,0,2,330,64700000
Southern Province,Kamonyi,Gacurabwenge,Villa,6,6,274,3,2003,1,1,1,1,1,2,2,1,770,107000000
Western Province,Ngororero,Bwira,House,4,3,132,2,2023,0,0,1,1,1,2,2,1,230,38800000
Southern Province,Nyanza,Busasamana,House,3,3,145,2,1996,1,1,0,1,1,1,0,2,280,33500000
Northern Province,Gakenke,Gakenke,House,4,4,153,2,2012,1,1,1,1,0,1,0,1,380,60800000
Eastern Province,Gatsibo,Muhura,Villa,5,4,217,2,2022,0,1,0,1,0,1,0,2,390,77800000
Eastern Province,Nyagatare,Mimuri,Apartment,1,1,56,0,1996,0,1,0,1,1,1,1,1,150,10400000
Northern Province,Rulindo,Masoro,Apartment,3,2,79,1,2016,1,1,1,1,1,1,2,2,380,32600000
Southern Province,Nyanza,Nyanza,Apartment,2,1,88,2,2011,1,1,0,1,2,2,2,0,420,23700000
Eastern Province,Kayonza,Murundi,Villa,4,4,181,2,2013,0,1,0,1,0,1,2,2,280,49900000
Northern Province,Gicumbi,Bwisige,House,4,4,123,2,2007,1,1,1,1,0,1,2,1,190,37300000
Kigali City,Nyarugenge,Kiyovu,Apartment,2,1,74,1,2010,0,1,1,1,1,2,0,2,170,46000000
Southern Province,Nyamagabe,Mata,House,3,2,80,3,2004,1,0,1,1,0,2,2,1,290,25000000
Northern Province,Gicumbi,Rubaya,House,5,4,189,0,2004,1,1,1,1,1,2,0,0,850,81400000
Southern Province,Muhanga,Nyamabuye,Mansion,6,5,450,3,2015,0,1,1,1,0,0,1,1,1350,204800000
Northern Province,Gicumbi,Miyove,House,2,2,72,2,2004,1,1,1,1,2,2,0,2,140,20200000
Eastern Province,Nyagatare,Mukama,House,3,2,110,2,2004,0,1,1,1,2,2,2,2,490,37700000
Western Province,Nyamasheke,Nyamasheke,House,3,3,155,2,2005,0,1,1,1,2,2,0,2,490,45700000
Western Province,Rusizi,Gashonga,Villa,3,3,105,1,2004,0,1,1,1,1,0,1,1,420,32800000
Southern Province,Huye,Mbazi,Mansion,5,4,302,1,1995,1,1,0,1,2,2,1,2,680,91800000
Northern Province,Musanze,Kinigi,Mansion,5,4,243,1,2008,0,0,0,1,1,2,0,1,1040,110500000
Eastern Province,Gatsibo,Rugarama,House,4,3,132,2,2025,1,1,0,1,2,2,2,0,500,51100000
Western Province,Karongi,Mutuntu,Mansion,6,6,326,1,2004,0,1,1,1,1,2,1,2,1050,146500000
Western Province,Rubavu,Nyamyumba,House,3,2,149,1,2020,0,1,1,1,1,1,1,2,400,47000000
Southern Province,Gisagara,Mugombwa,House,5,5,176,3,2001,1,1,1,1,1,1,2,1,470,82300000
Western Province,Ngororero,Bwira,House,3,3,153,1,2016,0,1,0,1,2,2,1,2,620,53500000
Kigali City,Nyarugenge,Kanyinya,Villa,5,4,234,1,1995,1,1,1,1,1,2,0,1,910,224800000
Eastern Province,Gatsibo,Kiramuruzi,House,4,4,160,1,2023,1,1,1,1,0,2,2,1,280,46400000
Eastern Province,Rwamagana,Muhazi,Apartment,3,2,87,2,2009,0,1,0,1,2,2,0,2,240,25600000
Kigali City,Gasabo,Kagarama,House,3,3,91,0,2020,0,1,1,1,1,0,2,1,280,67500000
Northern Province,Rulindo,Rukozo,House,3,2,103,2,1995,1,1,1,1,1,2,2,2,400,36200000
Southern Province,Ruhango,Mbuye,Apartment,1,1,44,2,2020,0,1,1,1,1,2,1,2,120,10400000
Eastern Province,Ngoma,Kazo,Mansion,4,3,211,0,2016,1,1,1,1,1,1,2,2,870,71300000
Northern Province,Gakenke,Coko,Villa,3,3,123,2,2008,0,1,1,1,2,1,0,2,520,52700000
Southern Province,Huye,Rwaniro,Apartment,2,2,84,2,2008,1,1,1,1,1,2,1,1,210,22100000
Western Province,Rubavu,Gisenyi,Apartment,1,1,51,2,2022,0,1,1,1,1,1,1,2,240,16500000
Northern Province,Musanze,Nyange,Apartment,1,1,30,1,2003,1,1,0,1,1,2,2,2,90,7700000
Northern Province,Burera,Bungwe,House,3,3,123,2,1995,0,1,1,1,2,2,1,1,550,39500000
Western Province,Rubavu,Kanzenze,House,4,3,148,2,1995,0,0,1,1,2,2,2,0,310,50300000
Western Province,Rutsiro,Gatumba,Apartment,3,3,78,1,2020,0,1,1,0,1,2,1,2,130,21900000
Western Province,Rutsiro,Kiyumba,Villa,4,4,212,2,2013,1,1,1,1,0,2,1,1,750,77100000
Northern Province,Gicumbi,Nyamiyaga,House,3,3,105,3,2021,0,1,1,1,1,2,2,2,230,41800000
Northern Province,Gicumbi,Rubaya,Villa,3,2,150,0,2003,0,1,1,1,1,0,1,1,650,43400000
Northern Province,Burera,Nemba,House,3,2,143,0,2022,1,1,1,1,0,1,1,1,290,37900000
Western Province,Rubavu,Nyakiriba,Villa,3,3,136,1,2011,1,1,1,1,2,1,1,1,430,42000000
Western Province,Nyamasheke,Ruharambuga,Apartment,1,1,36,2,2017,1,1,1,1,1,2,2,1,110,7700000
Eastern Province,Gatsibo,Gitoki,Villa,3,2,100,0,2019,1,1,0,1,1,1,2,1,490,36000000
Northern Province,Burera,Rugarama,Apartment,2,1,81,1,1999,1,1,1,1,2,1,1,2,260,23500000
Northern Province,Musanze,Muko,Apartment,2,1,65,2,2019,1,1,1,1,2,1,0,1,180,22000000
Eastern Province,Kayonza,Murundi,Villa,5,5,261,0,2024,1,1,1,1,1,0,2,2,1040,117400000
Southern Province,Nyamagabe,Tare,Apartment,1,1,55,0,2011,1,1,1,1,2,2,2,2,220,12600000
Northern Province,Musanze,Kimonyi,Villa,3,2,147,1,2015,1,1,1,1,1,2,0,1,340,51000000
Western Province,Rusizi,Ramba,Apartment,1,1,36,3,2008,1,1,0,1,2,1,0,1,70,8000000
Southern Province,Kamonyi,Ngamba,Apartment,2,2,60,2,2015,1,1,0,1,1,2,1,1,200,19900000
Eastern Province,Nyagatare,Nyakabungo,House,4,3,150,2,2000,1,1,1,1,2,2,2,2,410,51900000
Eastern Province,Rwamagana,Gishali,Villa,3,3,115,3,2004,1,1,1,1,0,0,0,1,570,45000000
Northern Province,Musanze,Ruhengeri,House,3,2,92,0,2019,1,1,1,1,1,1,2,1,230,25200000
Eastern Province,Gatsibo,Nyagihanga,Villa,3,2,112,1,2007,0,1,1,1,1,1,0,1,350,24700000
Northern Province,Rulindo,Shyorongi,House,4,3,208,1,2019,1,1,1,1,1,2,2,1,1030,90400000
Eastern Province,Bugesera,Ruhuha,Villa,5,4,225,2,2015,1,0,1,1,1,0,1,2,960,83100000
Kigali City,Kicukiro,Kagarama,Villa,4,4,154,3,2025,1,1,0,1,0,1,1,1,460,161600000
Eastern Province,Ngoma,Kazo,Apartment,1,1,51,2,2017,1,1,1,1,1,2,1,2,250,12300000
Southern Province,Kamonyi,Kamonyi,House,3,3,138,1,2021,1,1,1,1,1,1,2,1,630,43700000
Kigali City,Gasabo,Gisozi,Villa,3,2,150,1,1996,1,1,1,1,2,2,1,1,510,103300000
Southern Province,Nyanza,Kigoma,House,2,2,77,1,2003,1,1,1,1,1,1,1,2,320,16800000
Eastern Province,Bugesera,Nyamata,House,4,4,177,3,1995,0,1,0,1,2,1,2,2,580,66300000
Northern Province,Burera,Nemba,Apartment,3,2,83,2,2014,1,1,1,0,2,1,1,1,170,26000000
Northern Province,Musanze,Muko,House,3,2,83,2,2017,0,1,1,1,1,1,1,1,340,31500000
Northern Province,Gakenke,Muyongwe,House,3,2,118,3,2007,1,1,0,1,1,1,0,1,330,43000000
Eastern Province,Bugesera,Ntarama,Apartment,1,1,44,1,2022,0,1,1,1,1,1,1,2,180,10500000
Southern Province,Nyanza,Kibirizi,House,3,3,111,0,2002,0,1,1,1,2,2,2,1,550,30000000
Eastern Province,Gatsibo,Kabaron,Villa,3,3,107,1,1997,0,1,1,1,1,1,2,1,380,30500000
Northern Province,Gakenke,Karambo,House,3,2,159,1,2013,1,1,1,0,1,2,1,2,280,48600000
Eastern Province,Kayonza,Ruramira,Villa,5,5,201,0,2017,0,1,1,1,1,2,0,2,480,69600000
Northern Province,Burera,Kinyababa,House,3,2,106,3,1999,1,1,0,1,0,1,2,1,360,34900000
Northern Province,Gicumbi,Rutare,Mansion,4,4,206,2,2019,1,1,1,1,2,1,1,1,460,82600000
Southern Province,Muhanga,Kabacuzi,Apartment,2,2,71,2,1999,1,0,1,1,1,1,1,2,300,19900000
Southern Province,Kamonyi,Gacurabwenge,House,3,3,147,0,2009,0,0,1,1,1,1,2,1,710,49400000
Northern Province,Rulindo,Burega,Villa,4,4,142,0,1995,1,1,1,1,1,2,2,1,550,42500000
Northern Province,Gicumbi,Manyagiro,House,3,2,142,2,2014,0,1,1,0,2,1,2,2,290,40000000
Western Province,Rubavu,Nyundo,House,2,1,63,1,2024,0,1,1,1,1,2,1,2,290,21600000
Western Province,Rubavu,Nyamyumba,Mansion,4,3,199,1,2013,0,1,1,1,1,2,2,1,580,64800000
Northern Province,Musanze,Busogo,Apartment,1,1,59,2,2021,1,1,0,1,2,2,0,0,290,20000000
Southern Province,Ruhango,Mbuye,Villa,3,2,160,1,1995,0,1,1,1,2,1,1,1,670,40000000
Kigali City,Kicukiro,Nyarugunga,Villa,3,3,141,3,2020,1,1,1,1,1,2,1,1,320,107200000
Eastern Province,Kayonza,Ndego,Apartment,2,2,84,2,2023,0,1,1,1,0,1,1,1,280,27700000
Eastern Province,Gatsibo,Gatsibo,House,2,1,88,3,1996,1,1,1,1,1,2,1,2,280,20000000
Southern Province,Nyanza,Rwabicuma,Villa,4,4,129,2,2020,0,0,0,1,1,2,2,1,230,45400000
Western Province,Rutsiro,Kavumu,Mansion,4,4,203,3,2016,0,1,1,1,2,1,1,2,400,81300000
Southern Province,Kamonyi,Mugina,Mansion,5,4,247,0,2002,0,1,1,1,2,2,1,1,1150,108500000
Western Province,Nyabihu,Karago,Apartment,2,1,60,1,2007,1,1,1,1,0,1,2,1,300,14400000
Southern Province,Gisagara,Mamba,Apartment,2,1,72,2,2020,0,0,1,1,0,2,1,2,360,23300000
Western Province,Karongi,Mubuga,House,3,2,116,1,2022,1,1,1,1,1,0,2,2,470,39900000
Southern Province,Muhanga,Kibangu,Apartment,3,3,92,2,2005,0,1,1,1,1,2,1,0,140,24400000
Eastern Province,Kirche,Gatore,House,2,1,93,1,2016,1,1,1,1,1,2,1,1,220,21600000
Northern Province,Rulindo,Kisaro,House,3,2,151,0,2004,1,1,1,1,2,1,2,2,470,36500000
Eastern Province,Gatsibo,Murambi,Villa,3,2,154,3,2018,0,1,1,1,2,2,0,1,290,37000000
Western Province,Nyamasheke,Shangi,House,3,2,147,2,2007,1,1,1,1,2,2,0,2,670,57200000
Eastern Province,Kayonza,Rukara,House,4,4,110,1,2009,0,1,0,1,1,1,2,1,210,32200000
Northern Province,Gakenke,Cyabingo,Apartment,2,1,51,1,2015,1,1,1,1,2,2,2,2,140,14800000
Western Province,Karongi,Ruganda,Apartment,1,1,32,3,2005,0,1,1,1,1,1,2,2,130,8200000
Northern Province,Burera,Kinoni,House,2,1,100,1,2007,1,1,1,1,1,2,1,2,350,30100000
Southern Province,Muhanga,Nyabinoni,Apartment,2,1,72,1,2009,1,1,0,1,1,1,1,1,290,21500000
Western Province,Karongi,Ruganda,Apartment,1,1,36,0,2016,0,1,1,1,0,2,1,1,70,6500000
Western Province,Rubavu,Nyundo,House,3,2,157,3,2022,1,0,1,1,1,2,0,2,390,66000000
Western Province,Ngororero,Ngororero,Apartment,1,1,41,1,2025,1,1,1,1,1,2,1,2,110,9200000
Kigali City,Gasabo,Kacyiru,Apartment,2,1,50,2,2020,1,1,1,1,2,1,1,2,170,38800000
Kigali City,Nyarugenge,Mageragere,House,4,4,134,2,1995,0,1,1,1,1,2,1,2,530,124800000
Northern Province,Musanze,Cyuve,Mansion,5,4,298,2,2006,1,1,1,1,1,2,0,2,1210,150800000
Southern Province,Kamonyi,Mugina,Mansion,6,6,382,1,1999,1,0,1,1,1,1,2,0,1230,167300000
Kigali City,Nyarugenge,Kanyinya,Apartment,2,2,59,1,2012,1,0,1,1,2,2,1,1,230,37900000
Southern Province,Nyamagabe,Ruheru,House,2,2,71,0,2022,0,1,1,1,1,1,1,0,260,16800000
Southern Province,Gisagara,Mamba,Apartment,1,1,37,2,2011,1,1,1,1,1,1,2,2,170,8700000
Western Province,Rubavu,Nyamyumba,House,5,5,224,1,2020,0,1,1,1,1,2,1,1,780,108400000
Northern Province,Burera,Nemba,Apartment,2,1,54,2,1998,1,0,1,1,1,0,1,0,200,14400000
Eastern Province,Ngoma,Mugesera,House,4,3,133,1,2024,0,1,0,1,1,1,0,1,660,57900000
Western Province,Nyabihu,Kabatwa,Apartment,3,3,99,2,2005,0,1,1,1,1,1,2,1,350,32500000
